row_index,fold,y_true,proba,pred
124,4,0,0.0036916707176715136,0
125,3,1,0.8602768778800964,1
126,0,0,0.4904947578907013,0
127,1,1,0.7501462697982788,1
128,3,0,0.0028858506120741367,0
129,0,1,0.999208390712738,1
130,2,1,0.45083609223365784,0
131,4,0,0.07715016603469849,0
132,4,0,0.13516609370708466,0
133,0,1,0.15366357564926147,0
134,2,0,0.17696310579776764,0
135,0,1,0.4924863576889038,0
136,3,0,0.02285655215382576,0
137,4,1,0.6262250542640686,1
138,4,0,0.7146525979042053,1
139,4,0,0.17567484080791473,0
140,0,0,0.004125253297388554,0
141,4,1,0.9791207313537598,1
142,4,1,0.979258120059967,1
143,3,1,0.6085503697395325,1
144,3,0,0.4586186408996582,0
145,1,1,0.9721028804779053,1
146,4,1,0.9950326681137085,1
147,4,0,0.026288865134119987,0
148,1,0,0.5430874824523926,1
149,3,0,0.00875193439424038,0
150,4,1,0.3525722026824951,0
151,2,1,0.5569176077842712,1
152,2,1,0.4014608561992645,0
153,1,0,0.14321723580360413,0
154,3,0,0.0026679604779928923,0
155,0,0,0.0002980323042720556,0
156,4,1,0.5738849639892578,1
157,4,0,0.6268211007118225,1
158,4,1,0.6268211007118225,1
159,4,0,0.020167233422398567,0
160,2,1,0.9880403876304626,1
161,0,1,0.12855024635791779,0
162,3,0,0.07394177466630936,0
163,3,1,0.2825649082660675,0
164,1,0,0.4810211658477783,0
165,2,0,0.5111214518547058,1
166,1,1,0.489573210477829,0
167,1,0,0.5479474067687988,1
168,1,0,0.102536141872406,0
169,2,1,0.9981008172035217,1
170,2,0,0.021360233426094055,0
171,2,1,0.9974996447563171,1
172,4,1,0.13586626946926117,0
173,4,0,0.07066057622432709,0
174,3,0,0.3253055810928345,0
175,4,1,0.23881015181541443,0
176,4,0,0.5577399134635925,1
177,1,1,0.7501462697982788,1
178,3,1,0.9979867935180664,1
179,3,1,0.9990394711494446,1
180,3,1,0.9971444010734558,1
181,0,1,0.11138811707496643,0
182,4,1,0.9989919066429138,1
183,2,0,0.02782168984413147,0
184,3,1,0.936547040939331,1
185,1,0,0.7997947335243225,1
186,4,1,0.979721188545227,1
187,1,1,0.0059583596885204315,0
188,1,1,0.9942506551742554,1
189,1,0,0.043336037546396255,0
190,4,0,0.005737129598855972,0
191,0,0,0.08773476630449295,0
192,1,0,0.035377584397792816,0
193,2,0,0.028023621067404747,0
194,1,0,0.0055247461423277855,0
195,1,1,0.7501462697982788,1
196,2,1,0.5583712458610535,1
197,2,1,0.5575346946716309,1
198,2,0,0.7514280676841736,1
199,0,0,0.4999468922615051,0
200,1,0,0.041458576917648315,0
201,2,0,0.7665215730667114,1
202,2,1,0.7514280676841736,1
203,0,0,0.05205175280570984,0
204,0,0,0.011761253699660301,0
205,0,0,0.005812258459627628,0
206,0,1,0.42226311564445496,0
207,0,0,0.08824644237756729,0
208,0,0,0.003949709702283144,0
209,0,0,0.6121176481246948,1
210,3,0,0.08446430414915085,0
211,3,1,0.9816486835479736,1
212,3,1,0.35950323939323425,0
213,0,0,0.5599288940429688,1
214,3,0,0.006160873454064131,0
215,4,1,0.3112224042415619,0
216,3,0,0.028972135856747627,0
217,1,0,0.005086613353341818,0
218,0,0,0.5535549521446228,1
219,1,0,0.005001560784876347,0
220,1,0,0.6570870280265808,1
221,2,1,0.9837755560874939,1
222,4,0,0.048546746373176575,0
223,2,1,0.9751190543174744,1
224,1,0,0.00014329729310702533,0
225,2,0,0.11813527345657349,0
226,4,0,0.489818274974823,0
227,0,1,0.9891864657402039,1
228,0,1,0.9965106844902039,1
229,4,1,0.9993559718132019,1
230,4,0,0.0041944789700210094,0
231,1,0,0.0019309683702886105,0
232,0,0,0.006351407617330551,0
233,3,0,0.3746648132801056,0
234,4,1,0.9972047209739685,1
235,4,0,0.06677759438753128,0
236,4,0,0.07482561469078064,0
237,4,1,0.11769670993089676,0
238,0,1,0.8972047567367554,1
239,3,0,0.030945923179388046,0
240,3,1,0.9944122433662415,1
241,0,0,0.013503959402441978,0
242,3,0,0.17811676859855652,0
243,4,0,0.3655626177787781,0
244,0,1,0.3718838691711426,0
245,1,1,0.9942622184753418,1
246,4,0,0.1684493124485016,0
247,1,1,0.9217697381973267,1
248,3,0,0.19138698279857635,0
249,1,1,0.9965879917144775,1
250,4,1,0.9840132594108582,1
251,2,0,0.041159071028232574,0
252,3,0,0.02003207430243492,0
253,2,1,0.976969838142395,1
254,2,1,0.5739963054656982,1
255,1,1,0.6168839931488037,1
256,2,1,0.36017337441444397,0
257,0,1,0.9679229855537415,1
258,0,1,0.9839510917663574,1
259,1,0,0.8993638753890991,1
260,1,1,0.9825260639190674,1
261,1,0,0.05151064321398735,0
262,0,0,0.3242034614086151,0
263,2,1,0.9972153902053833,1
264,2,1,0.9227321743965149,1
265,2,1,0.9968953132629395,1
266,2,1,0.9775952696800232,1
267,2,1,0.9985151886940002,1
268,3,1,0.9291542172431946,1
269,3,1,0.9990690350532532,1
270,2,1,0.14946232736110687,0
271,2,1,0.9982299208641052,1
272,1,0,0.8258657455444336,1
273,2,0,0.03476107120513916,0
274,0,1,0.4027373492717743,0
275,2,0,0.0010519144125282764,0
276,2,0,0.029900602996349335,0
277,0,0,0.1045444905757904,0
278,4,1,0.8283740878105164,1
279,3,0,0.119541697204113,0
280,3,0,0.0071396720595657825,0
281,2,1,0.27952060103416443,0
282,4,1,0.6121575832366943,1
283,2,1,0.4998612701892853,0
284,4,1,0.5003616809844971,1
285,2,0,0.003056873567402363,0
286,3,1,0.6523453593254089,1
287,2,1,0.9954583644866943,1
288,2,1,0.9980691075325012,1
289,3,0,0.31616494059562683,0
290,3,0,0.14687862992286682,0
291,3,0,0.07424981892108917,0
292,0,0,0.46408846974372864,0
293,3,0,0.766148567199707,1
294,4,0,0.489818274974823,0
295,2,1,0.25468432903289795,0
296,3,1,0.9957608580589294,1
297,3,1,0.9999204874038696,1
298,3,0,0.6055748462677002,1
299,3,0,0.09675051271915436,0
300,2,1,0.9943483471870422,1
301,1,0,0.00014152548101264983,0
302,0,0,0.4570974111557007,0
303,3,1,0.9958463311195374,1
304,3,1,0.009677338413894176,0
305,3,1,0.9958347082138062,1
306,0,1,0.5220222473144531,1
307,1,1,0.9983178377151489,1
308,2,0,0.5608140826225281,1
309,1,0,0.016325877979397774,0
310,0,0,0.3918866515159607,0
311,2,1,0.7421495318412781,1
312,1,0,0.2876536250114441,0
313,0,1,0.9892715215682983,1
314,2,1,0.3197021186351776,0
315,2,1,0.7091150283813477,1
316,4,0,0.3035438656806946,0
317,0,1,0.5774021148681641,1
318,3,1,0.9881560802459717,1
319,2,0,0.43756914138793945,0
320,3,1,0.2825649082660675,0
321,3,1,0.6523453593254089,1
322,1,0,0.22872331738471985,0
323,4,0,0.04428556188941002,0
324,3,1,0.0755988135933876,0
325,3,0,0.059117693454027176,0
326,3,0,0.3505748212337494,0
327,3,1,0.993719220161438,1
328,3,1,0.010281340219080448,0
329,3,0,0.008602484129369259,0
330,1,1,0.9822300672531128,1
331,1,0,0.007780212908983231,0
332,2,0,0.3342761993408203,0
333,0,0,0.20585061609745026,0
334,4,1,0.128567636013031,0
335,4,0,0.0048008570447564125,0
336,0,0,0.0014259903691709042,0
337,0,1,0.9994388222694397,1
338,0,0,0.00872783362865448,0
339,0,1,0.9994762539863586,1
340,0,1,0.9987377524375916,1
341,0,0,0.6394299268722534,1
342,0,1,0.9982154369354248,1
343,1,1,0.11677143722772598,0
344,0,1,0.9854832887649536,1
345,1,1,0.9960861206054688,1
346,1,1,0.9847350120544434,1
347,3,0,0.26200875639915466,0
348,4,0,0.0003978539607487619,0
349,4,0,0.6850250959396362,1
350,4,1,0.5267172455787659,1
351,4,1,0.2829923927783966,0
352,0,0,0.23046128451824188,0
353,1,0,0.5340501070022583,1
354,1,0,0.5916737914085388,1
355,1,0,0.042266856878995895,0
356,2,1,0.9558945894241333,1
357,0,0,0.07960833609104156,0
358,0,0,0.008749998174607754,0
359,0,0,0.0003703749389387667,0
360,0,1,0.5220222473144531,1
361,0,1,0.9955354928970337,1
362,3,0,7.398305751848966e-05,0
363,1,0,0.04901359975337982,0
364,1,0,0.01020906399935484,0
365,4,1,0.9902424216270447,1
366,0,1,0.0816543698310852,0
367,4,0,0.17908133566379547,0
368,0,0,0.005074005573987961,0
369,0,0,0.31545597314834595,0
370,0,0,0.5621634125709534,1
371,2,0,0.024328604340553284,0
372,2,0,0.5179919600486755,1
373,0,0,0.03904357925057411,0
374,0,0,0.07221488654613495,0
375,4,1,0.8235381245613098,1
376,3,0,0.28147006034851074,0
377,1,0,0.46554866433143616,0
378,1,1,0.9989023208618164,1
379,1,0,0.00028426037169992924,0
380,1,1,0.9968063831329346,1
381,0,1,0.9875028729438782,1
382,3,0,0.02138061262667179,0
383,3,1,0.9968968629837036,1
384,3,1,0.9777315258979797,1
385,0,1,0.7795253396034241,1
386,1,1,0.7887967228889465,1
387,0,1,0.9986106157302856,1
388,0,1,0.9845426082611084,1
389,0,1,0.6447886824607849,1
390,2,1,0.9905052781105042,1
391,0,0,0.12807442247867584,0
392,1,1,0.8793794512748718,1
393,1,0,0.0001174151839222759,0
394,2,1,0.9948458671569824,1
395,0,1,0.5220222473144531,1
396,4,1,0.2933398485183716,0
397,4,0,0.04885970428586006,0
398,3,0,0.008502776734530926,0
399,3,0,0.6999447345733643,1
400,1,1,0.9990609288215637,1
401,4,0,0.31449344754219055,0
402,0,0,0.11090335249900818,0
403,4,0,0.745612382888794,1
404,1,0,0.0488799549639225,0
405,0,0,0.02401311881840229,0
406,0,0,0.029905853793025017,0
407,1,0,0.014871597290039062,0
408,4,1,0.9968024492263794,1
409,2,1,0.12771841883659363,0
410,0,0,0.004862532485276461,0
411,4,1,0.6826019883155823,1
412,3,1,0.5464924573898315,1
413,3,1,0.3428078889846802,0
414,4,1,0.9984147548675537,1
415,3,1,0.9845126271247864,1
416,4,1,0.9986899495124817,1
417,2,1,0.9985712766647339,1
418,2,1,0.9986796975135803,1
419,2,1,0.9986796975135803,1
420,3,0,0.026959240436553955,0
421,4,1,0.6662160754203796,1
422,4,0,0.6018292903900146,1
423,4,0,0.6268211007118225,1
424,0,1,0.9976477026939392,1
425,0,0,0.0663006603717804,0
426,1,1,0.4166470170021057,0
427,3,1,0.9270880818367004,1
428,0,1,0.17201976478099823,0
429,0,1,0.49491655826568604,0
430,0,0,0.4924863576889038,0
431,4,0,0.035441379994153976,0
432,4,0,0.22201524674892426,0
433,2,0,0.0048111360520124435,0
434,2,1,0.49895986914634705,0
435,2,0,0.4794004261493683,0
436,2,0,0.7062974572181702,1
437,3,1,0.9890261292457581,1
438,3,1,0.8295915126800537,1
439,0,0,0.0005163436289876699,0
440,0,1,0.9994508624076843,1
441,3,0,0.0915406197309494,0
442,0,1,0.5551944971084595,1
443,2,0,0.03042398765683174,0
444,4,0,0.016651269048452377,0
445,4,1,0.985385537147522,1
446,4,1,0.9970212578773499,1
447,4,0,0.006132425740361214,0
448,4,0,0.04167381674051285,0
449,2,1,0.5635741353034973,1
450,2,0,0.0977952852845192,0
451,1,0,0.05004124343395233,0
452,4,0,0.022417711094021797,0
453,1,0,0.02360817976295948,0
454,1,0,0.6168839931488037,1
455,2,1,0.5635741353034973,1
456,3,1,0.9694743156433105,1
457,2,1,0.999333918094635,1
458,3,1,0.9890261292457581,1
459,3,0,0.18222928047180176,0
460,3,1,0.17012467980384827,0
461,2,0,0.3499651849269867,0
462,0,0,0.08364995568990707,0
463,2,1,0.9716459512710571,1
464,2,0,0.037644289433956146,0
465,1,0,0.05696840584278107,0
466,3,1,0.9993289709091187,1
467,3,1,0.9995682835578918,1
468,3,1,0.9988592863082886,1
469,3,0,0.7782365083694458,1
470,3,1,0.9993289709091187,1
471,3,1,0.9936105608940125,1
472,3,1,0.9816486835479736,1
473,2,1,0.5002344846725464,1
474,1,1,0.999451220035553,1
475,4,1,0.9998819828033447,1
476,4,1,0.99753737449646,1
477,3,1,0.5638678669929504,1
478,1,1,0.9994716048240662,1
479,4,0,0.01785263419151306,0
480,2,0,0.03445550799369812,0
481,0,1,0.8149800896644592,1
482,1,1,0.4329167604446411,0
483,4,0,0.08335815370082855,0
484,3,1,0.533730149269104,1
485,3,0,0.41965803503990173,0
486,0,1,0.41372430324554443,0
487,4,1,0.7916982769966125,1
488,2,0,0.44921237230300903,0
489,2,1,0.9924528002738953,1
490,3,0,0.0007099717622622848,0
491,1,0,0.6168839931488037,1
492,0,0,0.6677644848823547,1
493,0,1,0.5938247442245483,1
494,0,0,0.05442137271165848,0
495,3,0,0.00012982058979105204,0
496,3,0,0.006917333230376244,0
497,1,0,0.026409832760691643,0
498,4,1,0.6913447380065918,1
499,2,1,0.9880403876304626,1
500,2,1,0.9954788684844971,1
501,2,1,0.9665482044219971,1
502,2,1,0.99226975440979,1
503,2,0,0.001550590037368238,0
504,2,1,0.9924528002738953,1
505,2,0,0.22774845361709595,0
506,1,0,0.052247725427150726,0
507,0,0,0.18345926702022552,0
508,3,0,0.025571895763278008,0
509,4,0,0.3505535125732422,0
510,4,1,0.19976457953453064,0
511,0,1,0.12629826366901398,0
512,2,1,0.9948458671569824,1
513,3,1,0.008201438933610916,0
514,4,0,0.09479572623968124,0
515,4,1,0.9997151494026184,1
516,3,1,0.9831777215003967,1
517,3,1,0.9888439178466797,1
518,1,1,0.9990390539169312,1
519,1,0,0.013256686739623547,0
520,3,1,0.9634779095649719,1
521,1,0,0.22990378737449646,0
522,1,0,0.4571603834629059,0
523,1,1,0.3983997106552124,0
524,0,1,0.0184040330350399,0
525,4,0,0.09581265598535538,0
526,3,0,0.08722855150699615,0
527,3,1,0.9881560802459717,1
528,3,1,0.9748968482017517,1
529,3,0,0.00010523029777687043,0
530,4,0,0.06112087890505791,0
531,1,1,0.4411807060241699,0
532,4,1,0.5577399134635925,1
533,1,0,0.05720216780900955,0
534,1,1,0.9965879917144775,1
535,0,1,0.5673132538795471,1
536,4,1,0.9953959584236145,1
537,0,1,0.9971222281455994,1
538,0,0,0.9939901828765869,1
539,0,1,0.9932928085327148,1
540,0,1,0.9862686991691589,1
541,0,1,0.9976905584335327,1
542,0,0,0.007061795797199011,0
543,0,1,0.9967471361160278,1
544,4,0,0.004261634778231382,0
545,0,0,0.13843122124671936,0
546,4,1,0.9811329245567322,1
547,4,0,0.6243714690208435,1
548,2,0,0.03824133425951004,0
549,4,1,0.3720053732395172,0
550,1,0,0.1272377222776413,0
551,2,1,0.3342761993408203,0
552,2,0,0.13912333548069,0
553,4,1,0.9752997756004333,1
554,4,1,0.996349573135376,1
555,4,1,0.996349573135376,1
556,4,1,0.9846547842025757,1
557,1,1,0.9859482049942017,1
558,1,1,0.9931038022041321,1
559,0,0,0.12673179805278778,0
560,4,1,0.9962924122810364,1
561,1,0,0.04715495556592941,0
562,0,0,0.5510522723197937,1
563,4,0,0.30879393219947815,0
564,4,0,0.010968842543661594,0
565,0,0,0.46408846974372864,0
566,4,0,0.003389169694855809,0
567,1,0,0.6977071166038513,1
568,4,0,0.0063910214230418205,0
569,0,1,0.1262027770280838,0
570,3,1,0.4491184651851654,0
571,3,0,0.4491184651851654,0
572,2,0,0.5635741353034973,1
573,2,1,0.9974996447563171,1
574,2,1,0.9974996447563171,1
575,2,0,0.17772002518177032,0
576,2,1,0.9981008172035217,1
577,2,1,0.9981271624565125,1
578,0,1,0.9855380058288574,1
579,0,0,0.11818286031484604,0
580,0,1,0.9855380058288574,1
581,0,0,0.02178173139691353,0
582,0,0,0.002243906492367387,0
583,0,0,0.8019416332244873,1
584,0,0,0.23063671588897705,0
585,4,1,0.6268211007118225,1
586,4,0,0.7119364738464355,1
587,2,0,0.17009538412094116,0
588,3,1,0.6523453593254089,1
589,0,1,0.9908792972564697,1
590,1,1,0.24610432982444763,0
591,1,0,0.47407326102256775,0
592,1,1,0.4571603834629059,0
593,1,1,0.6482250690460205,1
594,2,1,0.731346607208252,1
595,1,0,0.15517835319042206,0
596,0,1,0.9990185499191284,1
597,0,1,0.9994827508926392,1
598,0,1,0.4027373492717743,0
599,1,1,0.017569342628121376,0
600,0,0,0.07565423846244812,0
601,3,1,0.9858893156051636,1
602,1,1,0.9924830794334412,1
603,3,0,0.15166953206062317,0
604,2,0,0.06946657598018646,0
605,0,1,0.966428816318512,1
606,4,0,0.023617204278707504,0
607,2,0,0.02539721131324768,0
608,2,0,0.01720256730914116,0
609,4,0,0.24777351319789886,0
610,2,1,0.997219443321228,1
611,0,1,0.8384786248207092,1
612,1,0,0.004490046761929989,0
613,0,1,0.9942711591720581,1
614,0,1,0.9658650159835815,1
615,0,0,0.8165260553359985,1
616,0,1,0.999208390712738,1
617,0,1,0.999208390712738,1
618,3,1,0.029810039326548576,0
619,1,1,0.917743444442749,1
620,4,0,0.009531110525131226,0
621,1,1,0.9988375306129456,1
622,1,1,0.990440845489502,1
623,1,1,0.9924830794334412,1
624,1,0,0.3580712378025055,0
625,1,1,0.5628645420074463,1
626,3,1,0.12098249793052673,0
627,1,1,0.03337271511554718,0
628,2,0,0.0184911098331213,0
629,0,1,0.36102649569511414,0
630,0,0,0.2152143120765686,0
631,0,0,0.7895712852478027,1
632,3,1,0.5464924573898315,1
633,4,0,0.5577399134635925,1
634,0,0,0.02577410824596882,0
635,3,1,0.0051976460963487625,0
636,0,0,0.0005796934710815549,0
637,0,1,0.9769789576530457,1
638,0,0,0.10095565021038055,0
639,1,0,0.06442003697156906,0
640,1,0,0.059172432869672775,0
641,2,1,0.40189892053604126,0
642,4,0,0.0036606392823159695,0
643,1,0,0.33533111214637756,0
644,4,0,0.5577399134635925,1
645,2,0,0.6953759789466858,1
646,4,0,0.04637313634157181,0
647,3,0,0.5813554525375366,1
648,3,0,0.593352198600769,1
649,3,0,0.593352198600769,1
650,0,1,0.991151750087738,1
651,1,0,0.08052725344896317,0
652,0,1,0.7999444603919983,1
653,0,1,0.99623703956604,1
654,0,1,0.9855380058288574,1
655,0,0,0.18394875526428223,0
656,2,1,0.9973970651626587,1
657,4,0,0.006517782807350159,0
658,2,0,0.008487329818308353,0
659,1,0,0.04045024886727333,0
660,2,1,0.9981051683425903,1
661,4,1,0.9887806177139282,1
662,0,0,0.3575475811958313,0
663,2,0,0.6015735864639282,1
664,0,1,0.42226311564445496,0
665,3,1,0.9845126271247864,1
666,2,0,0.018831798806786537,0
667,4,1,0.2753530740737915,0
668,2,1,0.3882264196872711,0
669,0,1,0.9949788451194763,1
670,4,0,0.014238392002880573,0
671,0,1,0.9936058521270752,1
672,4,0,0.26681432127952576,0
673,4,1,0.5577399134635925,1
674,3,1,0.7494962215423584,1
675,2,1,0.780025064945221,1
676,2,1,0.4155395030975342,0
677,4,1,0.9490199089050293,1
678,4,1,0.9397438764572144,1
679,0,1,0.9854832887649536,1
680,4,0,0.016396718099713326,0
681,4,0,0.0018507579807192087,0
682,4,1,0.9975898265838623,1
683,3,0,0.01007662620395422,0
684,0,1,0.7265684008598328,1
685,0,0,0.6041935086250305,1
686,0,1,0.4143660068511963,0
687,0,0,0.6622039675712585,1
688,0,0,0.5510522723197937,1
689,0,1,0.6677644848823547,1
690,0,1,0.6677644848823547,1
691,3,1,0.8284861445426941,1
692,0,0,0.07549896091222763,0
693,2,0,0.20123901963233948,0
694,4,0,0.0029530213214457035,0
695,2,0,0.45083609223365784,0
696,3,1,0.21219083666801453,0
697,3,1,0.06253621727228165,0
698,3,1,0.26736271381378174,0
699,1,0,0.8817929029464722,1
700,3,0,0.037132155150175095,0
701,0,0,0.04796045273542404,0
702,2,0,0.048945680260658264,0
703,0,0,0.9945916533470154,1
704,1,1,0.8342480063438416,1
705,0,0,0.027289744466543198,0
706,0,1,0.9976905584335327,1
707,0,0,0.1858581006526947,0
708,4,1,0.5577399134635925,1
709,4,0,0.5577399134635925,1
710,4,0,0.023238541558384895,0
711,1,1,0.9334744811058044,1
712,1,0,0.0073371874168515205,0
713,3,1,0.9928568601608276,1
714,1,1,0.9970468878746033,1
715,3,1,0.9995682835578918,1
716,3,0,0.0003636112087406218,0
717,3,1,0.9988592863082886,1
718,1,0,0.2428453266620636,0
719,0,1,0.9965927004814148,1
720,3,0,0.6523453593254089,1
721,4,0,0.23354631662368774,0
722,1,1,0.019383504986763,0
723,1,0,0.015024651773273945,0
724,4,0,0.09971674531698227,0
725,4,0,0.009837735444307327,0
726,4,1,0.9557142853736877,1
727,3,1,0.9995682835578918,1
728,0,0,0.5632843375205994,1
729,0,0,0.26231861114501953,0
730,0,0,0.19254186749458313,0
731,0,0,0.46408846974372864,0
732,0,1,0.49491655826568604,0
733,0,1,0.642362654209137,1
734,4,0,0.49078816175460815,0
735,1,0,0.0014836278278380632,0
736,1,1,0.9786034226417542,1
737,1,1,0.777513861656189,1
738,1,1,0.9926900267601013,1
739,0,0,0.47162023186683655,0
740,1,1,0.9402309656143188,1
741,1,0,0.6025866866111755,1
742,4,0,0.01582229696214199,0
743,1,0,0.015125030651688576,0
744,1,1,0.9900273680686951,1
745,1,1,0.9986453652381897,1
746,2,0,0.024120459333062172,0
747,2,1,0.7514280676841736,1
748,4,0,0.6018292903900146,1
749,2,0,0.08722922205924988,0
750,4,0,0.012195677496492863,0
751,4,0,0.00028911870322190225,0
752,4,1,0.9070017337799072,1
753,1,1,0.4166470170021057,0
754,0,0,0.5510522723197937,1
755,3,0,0.04506557434797287,0
756,2,1,0.9801446199417114,1
757,2,1,0.9931077361106873,1
758,4,0,0.19712649285793304,0
759,0,1,0.9976477026939392,1
760,0,0,0.10309118777513504,0
761,1,1,0.9843554496765137,1
762,2,0,0.16068653762340546,0
763,1,1,0.990440845489502,1
764,0,1,0.9386599659919739,1
765,0,0,0.057283852249383926,0
766,1,1,0.4571603834629059,0
767,1,0,0.27330902218818665,0
768,2,1,0.9716459512710571,1
769,2,0,0.11868033558130264,0
770,2,0,0.020267486572265625,0
771,2,1,0.9969884753227234,1
772,3,0,0.015900906175374985,0
773,3,1,0.9934306740760803,1
774,3,1,0.9936438798904419,1
775,1,1,0.9900273680686951,1
776,3,0,0.27541977167129517,0
777,2,0,0.0004034975136164576,0
778,1,0,0.44064897298812866,0
779,4,1,0.9270058870315552,1
780,1,1,0.4166470170021057,0
781,1,1,0.47574949264526367,0
782,0,0,0.0567498542368412,0
783,0,1,0.28859972953796387,0
784,2,1,0.5950139760971069,1
785,1,1,0.7021484375,1
786,4,0,0.00878382008522749,0
787,2,1,0.7514280676841736,1
788,2,1,0.2812766134738922,0
789,3,0,0.0581294447183609,0
790,3,1,0.055601246654987335,0
791,0,1,0.9883883595466614,1
792,3,1,0.14800815284252167,0
793,3,1,0.9845126271247864,1
794,1,0,0.12877967953681946,0
795,3,0,0.05429684370756149,0
796,4,0,0.29986461997032166,0
797,2,0,0.003788784146308899,0
798,2,0,0.06579861044883728,0
799,4,0,0.22028671205043793,0
800,2,0,0.5635741353034973,1
801,3,1,0.9777315258979797,1
802,3,1,0.99641352891922,1
803,0,1,0.965013325214386,1
804,0,1,0.998909592628479,1
805,3,1,0.4482502341270447,0
806,1,0,0.3169408142566681,0
807,0,1,0.8896296620368958,1
808,2,1,0.6953759789466858,1
809,3,0,0.025933822616934776,0
810,2,0,0.6953759789466858,1
811,2,0,0.3492811322212219,0
812,2,0,0.3504656255245209,0
813,0,1,0.998909592628479,1
814,0,1,0.9994388222694397,1
815,4,0,0.701131284236908,1
816,3,1,0.6505963206291199,1
817,2,0,0.5867636799812317,1
818,1,0,0.22940587997436523,0
819,0,1,0.9568162560462952,1
820,3,0,0.006745829712599516,0
821,4,0,0.5097302794456482,1
