row_index,fold,y_true,proba,pred
0,2,0,0.6088998183889066,1
1,1,1,0.11682510009657643,0
2,3,0,0.0010097464216462702,0
3,3,0,0.004645734268159055,0
4,2,1,0.07203672575154843,0
5,2,1,0.2641311574430476,0
6,4,1,0.8135791394191162,1
7,1,1,0.5126371649728116,1
8,3,1,0.2761063988403008,0
9,2,1,0.9876537787488877,1
10,2,1,0.9366397023588592,1
11,2,1,0.9939725402034656,1
12,1,1,0.29362121345740433,0
13,3,0,0.2498798733048617,0
14,0,1,0.5650241676734438,1
15,1,0,0.5076953140642397,1
16,0,0,0.12818288285438242,0
17,3,0,0.10546531301620125,0
18,4,1,0.9720790001737761,1
19,2,1,0.443738654077829,0
20,2,0,0.13858051932852833,0
21,4,0,0.8827098997644651,1
22,4,0,0.9171678431588878,1
23,4,0,0.8957171774546866,1
24,4,1,0.5327094164716889,1
25,4,0,0.9775005570272098,1
26,4,0,0.9011657293969957,1
27,0,0,0.043090491186135144,0
28,3,1,0.9956922185194796,1
29,2,0,0.11607526627543739,0
30,3,0,0.561462254440452,1
31,0,0,0.11865469933690877,0
32,4,0,0.12180668780970118,0
33,2,1,0.074883277591062,0
34,2,1,0.9829366796884027,1
35,2,1,0.11793827463700451,0
36,2,1,0.9953234301974383,1
37,3,0,0.19522741488973505,0
38,1,0,0.1162656493680252,0
39,2,0,0.005518597245144192,0
40,3,0,0.7711158494676563,1
41,2,1,0.6080575617990327,1
42,2,0,0.009658929709839403,0
43,0,0,0.5631349229046174,1
44,0,1,0.6868853374288832,1
45,0,1,0.4775616031157179,1
46,0,0,0.11136277408219253,0
47,0,1,0.9767253054240144,1
48,0,0,0.10683411927194432,0
49,1,0,0.042465773072151984,0
50,4,0,0.0005485688497889429,0
51,3,1,0.839927527199674,1
52,4,1,0.8872204218745919,1
53,4,1,0.9413478453227035,1
54,4,1,0.5482398502759624,1
55,0,0,0.6300239769904756,1
56,3,0,0.11150601624428996,0
57,0,0,0.37443701618609626,0
58,4,1,0.9724977429888957,1
59,0,1,0.6173393510825844,1
60,1,0,0.1534022417846753,0
61,4,1,0.671623857233709,1
62,4,1,0.5194413256953897,1
63,4,0,0.12130360733658084,0
64,2,0,0.07662960391254049,0
65,1,1,0.19339009142955974,0
66,1,0,0.06904286019991906,0
67,1,0,0.8503301664966861,1
68,4,0,0.09244411255480192,0
69,0,0,0.38842100290580306,0
70,1,1,0.9980882091580503,1
71,2,1,0.5534181736628996,1
72,2,1,0.8304083716009164,1
73,4,0,0.038178413315382416,0
74,2,0,0.5698432159663919,1
75,0,0,0.003013601946344372,0
76,0,1,0.9962884558620477,1
77,0,1,0.9927616511528145,1
78,1,1,0.049778946804750396,0
79,0,1,0.9978623478634467,1
80,3,0,0.12560686915992642,0
81,3,1,0.6914606109054922,1
82,2,1,0.6112858885813933,1
83,2,1,0.5407400916397095,1
84,2,0,0.36637810723403086,0
85,1,0,0.6785769370911295,1
86,1,1,0.48311307073832305,1
87,1,1,0.48311307073832305,1
88,3,0,0.523881887412036,1
89,3,0,0.3990464447244145,0
90,3,1,0.8657117540390722,1
91,4,0,0.40833667261158846,0
92,1,1,0.43638836216911214,0
93,4,1,0.9484780556346023,1
94,3,0,0.04951974654326183,0
95,3,1,0.2631949766714423,0
96,0,1,0.591717036488096,1
97,0,0,0.4757082518237288,1
98,2,0,0.3689073626066258,0
99,0,0,0.04260401507593998,0
100,3,0,0.49841846921321165,1
101,3,0,0.21463014828822385,0
102,3,1,0.4865429219765924,1
103,4,0,0.0019497549145683205,0
104,3,0,0.11114508473337606,0
105,3,1,0.46311452434307276,0
106,3,1,0.9511598279689615,1
